"theDate","opening","opening","highest","lowest","closing","volume","marketcap","CoinSymbol","CoinDesc"
"2022-04-30",1.09267199039459,1.09267199039459,1.09751796722412,1.05635905265808,1.09743499755859,4380324,17729836,"FIDA",""
"2022-04-30",38.0014419555664,38.0014419555664,39.2421607971191,37.9138870239258,39.1348114013672,83860244,344106144,"FTT",""
"2022-04-30",6.27835083007812,6.27835083007812,6.28978204727173,5.971570969,6.22322511672974,10035340,353777664,"GT",""
"2022-04-30",0.577377975,0.577377975,0.64793199300766,0.577377975,0.628260016441345,1506203,1406062,"MAPS",""
"2022-04-30",95.4181365966797,95.4181365966797,96.9247436523438,92.4405899047852,95.1446685791016,6198861,16570420,"MSOL",""
"2022-04-30",0.189557000994682,0.189557000994682,0.202772006392479,0.185790002346039,0.188764005899429,612187,528981,"OXY",""
"2022-04-30",1.82861697673798,1.82861697673798,1.91568303108215,1.78375995159149,1.9098459482193,77472638,8602705,"SRM",""
"2022-05-01",0.756700598,0.756700598,0.9041106107,0.4065292175,0.6252540982,38224922382.67,21095465849.46,"ADA",""
"2022-05-01",0.261552006006241,0.261552006006241,0.263365000486374,0.261285006999969,0.262454986572266,802045,15615850,"ALEPH",""
"2022-05-01",278.5876096161,278.5876096161,302.2405974785,160.0670318366,203.6567093542,102587989932.93,3885441618.04,"BCH",""
"2022-05-01",377.7656539101,377.7656539101,412.4003743177,216.3615019615,320.4851088537,63775385601.65,52327838987.6,"BNB",""
"2022-05-01",3.202908346,3.202908346,3.6286501636,2.0013220151,2.6930180223,35876705.99,86210045.55,"ERG",""
"2022-05-01",2729.9941987023,2729.9941987023,2956.6868876721,1721.2647487201,1942.3279982558,625954100329.27,235021820715.09,"ETH",""
"2022-05-01",1.09740197658539,1.09740197658539,1.12000203132629,1.085294008255,1.09455394744873,3607100,17729836,"FIDA",""
"2022-05-01",39.1351928710938,39.1351928710938,39.86803055,38.63599777,39.0603866577148,95786410,344106144,"FTT",""
"2022-05-01",6.22423601150513,6.22423601150513,6.335356236,6.2235689163208,6.23795795440674,6488397,353777664,"GT",""
"2022-05-01",0.628262997,0.628262997,0.649550974369049,0.602295995,0.624121010303497,1026376,1406062,"MAPS",""
"2022-05-01",95.1526718139648,95.1526718139648,95.3653182983398,90.6953201293945,92.42612457,4394067,16570420,"MSOL",""
"2022-05-01",0.18877799808979,0.18877799808979,0.201208993792534,0.188361003994942,0.190926998853683,407866,528981,"OXY",""
"2022-05-01",4.3860520062,4.3860520062,5.1895178103,2.2206033449,3.1285869956,2606159594.72,359291727,"SNX",""
"2022-05-01",0.5035549864,0.5035549864,0.5787616214,0.2327195474,0.342228605,27423495.33,36052168.57,"SOUL",""
"2022-05-01",1.9098140001297,1.9098140001297,1.93172705173492,1.79735100269318,1.85721397399902,80517654,8602705,"SRM",""
"2022-05-01",0.3980611552,0.3980611552,0.4459277989,0.2005143382,0.3318114305,48050961.1,121155999.49,"TRAC",""
"2022-05-01",0.0620693186,0.0620693186,0.0657561292,0.035693369,0.0409575321,395508564.44,503982953.01,"XDC",""
"2022-05-01",2.5332396106,2.5332396106,2.8711846352,1.4638672193,2.0867074233,3157049873.22,1870860936.95,"XTZ",""
"2022-05-02",0.262569010257721,0.262569010257721,0.262722998857498,0.260605990886688,0.26120600104332,420186,15615850,"ALEPH",""
"2022-05-02",0.601915169,0.601915169,0.7811885945,0.5820640921,0.7259295799,3647619468.42,4943121042.92,"ALGO",""
"2022-05-02",25.2532047879,25.2532047879,26.9816539063,19.4202660116,19.6946992914,329718444.83,657698594,"AR",""
"2022-05-02",0.8875216646,0.8875216646,0.9379973692,0.7343138609,0.7496475984,225902464.65,534784865,"AUDIO",""
"2022-05-02",58.8528275785,58.8528275785,69.3490158824,50.9353476015,51.5212237442,5901688372.44,13856723017.18,"AVAX",""
"2022-05-02",1.0745156195,1.0745156195,1.1676728759,0.898116727,0.9123984834,152611354.47,112289202,"BICO",""
"2022-05-02",3.6337807603,3.6337807603,4.2764969542,3.6287649164,3.7985755415,33383902.67,343394500,"BTRST",""
"2022-05-02",0.0338511377,0.0338511377,0.0340342013,0.0283616856,0.0283657517,7713629.66,0,"CCD",""
"2022-05-02",2.4804144604,2.4804144604,2.6927109018,2.1356598014,2.2962654881,429071444.09,1008500730,"CELO",""
"2022-05-02",0.1825016702,0.1825016702,0.1994086784,0.1604682765,0.16212419,759469066.14,972806571.84,"CHZ",""
"2022-05-02",105.7589479136,105.7589479136,116.863487761,95.5810325423,97.3914601084,393992741.96,656712695,"COMP",""
"2022-05-02",0.3051425872,0.3051425872,0.3293475628,0.2637461084,0.2733796646,238795242.36,30222659,"DODO",""
"2022-05-02",15.3758034976,15.3758034976,16.4187478521,13.087564391,13.254073803,5098878661.85,13089449126.74,"DOT",""
"2022-05-02",0.00344841037879,0.00344841037879,0.00723019740761,0.00325044536104,0.00373412887168,18849908,23058970,"EDG",""
"2022-05-02",127.4913911245,127.4913911245,140.5388929936,112.437580639,112.9594323659,690005497.95,2474574339.39,"EGLD",""
"2022-05-02",1.0948920249939,1.0948920249939,1.10355699062347,1.03807199001312,1.05762994289398,4098875,17729836,"FIDA",""
"2022-05-02",4.7580281981,4.7580281981,5.2048849971,4.1923473701,4.2666346284,448211072.49,1553315820,"FLOW",""
"2022-05-02",0.2588098419,0.2588098419,0.2699593097,0.2221477728,0.2224197326,5767842.2,70886391,"FOX",""
"2022-05-02",0.7877626536,0.7877626536,0.8715353569,0.6637343885,0.6767386393,3651712642.9,1722304082.13,"FTM",""
"2022-05-02",39.0582809448242,39.0582809448242,39.1960105895996,37.7092323303223,37.8087577819824,58289479,344106144,"FTT",""
"2022-05-02",0.2640928732,0.2640928732,0.2654402404,0.2007100502,0.2206183458,7231388.34,12144052.29,"FUSE",""
"2022-05-02",1.1607742441,1.1607742441,1.1660388921,0.9278722878,0.9287365768,19769204.17,39178819,"GF",""
"2022-05-02",0.3159107642,0.3159107642,0.3462121084,0.2832089984,0.2993208011,991978547.83,1411517638,"GRT",""
"2022-05-02",6.23763179779053,6.23763179779053,6.31494903564453,6.23585605621338,6.30565023422241,5302488,353777664,"GT",""
"2022-05-02",0.1461115839,0.1461115839,0.1549560917,0.1253417093,0.1276492217,413442977.72,2647624434.18,"HBAR",""
"2022-05-02",3.8970661007,3.8970661007,4.2969554896,3.0799438001,3.1354407205,254179728.77,537062119.47,"KDA",""
"2022-05-02",0.4178492999,0.4178492999,0.4343391778,0.3523440909,0.3547323939,11312806.48,260130911,"KEEP",""
"2022-05-02",0.624041020870209,0.624041020870209,0.624505996704102,0.570271015167236,0.57056599855423,986154,1406062,"MAPS",""
"2022-05-02",1.7882097689,1.7882097689,2.1140132726,1.6066608495,1.6441918997,340928745.95,811220061,"MINA",""
"2022-05-02",92.41650391,92.41650391,93.1490783691406,89.21936035,90.2251815795898,2250699,16570420,"MSOL",""
"2022-05-02",0.190910995006561,0.190910995006561,0.19140000641346,0.183795005083084,0.183980002999306,420651,528981,"OXY",""
"2022-05-02",3.8121757645,3.8121757645,4.3976042492,3.3226648417,3.3239133124,50902917.82,103314025,"RAD",""
"2022-05-02",5.886003155,5.886003155,6.1564172405,4.9680878077,5.0637214571,7215264.11,38985510,"RARI",""
"2022-05-02",0.7035836236,0.7035836236,0.914335671,0.6499965794,0.6953111396,14930730.59,39206101,"RBN",""
"2022-05-02",0.1377489016,0.1377489016,0.153594224,0.1155872301,0.1155969093,22104134.94,315434376,"RLY",""
"2022-05-02",2.5302569742,2.5302569742,3.1850251243,2.2813532793,2.2858548637,8937658.27,16474870,"ROUTE",""
"2022-05-02",0.0091536286667,0.0091536286667,0.0104575404,0.00787456037394,0.00790350574422,207884029.99,116980965,"RSR",""
"2022-05-02",0.2007510374,0.2007510374,0.2153762948,0.1756367575,0.1779089747,52176025.95,20054342,"RSS3",""
"2022-05-02",0.9974474545,0.9974474545,1.001019214,0.9942826045,0.99692721,881379.9,28762015,"RSV",""
"2022-05-02",111.1648779011,111.1648779011,137.6862966963,93.5135271773,93.5446520772,1281518.91,8523906,"SFI",""
"2022-05-02",89.6720577002,89.6720577002,95.0328188061,74.5271804878,75.2201815663,9675519615.14,25222885523.02,"SOL",""
"2022-05-02",1.856978058815,1.856978058815,1.89604997634888,1.80153894424438,1.81883800029755,65667705,8602705,"SRM",""
"2022-05-02",5.4080898558,5.4080898558,5.8685833087,5.0624335258,5.3117456152,441184974.03,351381669,"UMA",""
"2022-05-02",3.241623,3.241623,3.5435189638,2.8670843822,3.0305347008,17734889.53,50237893,"VEGA",""
"2022-05-02",7.386203552e-05,7.386203552e-05,7.945219701e-05,6.770288748e-05,6.828200158e-05,106667079.73,1301063928.03,"XEC",""
"2022-05-02",0.1136424219,0.1136424219,0.1263962826,0.107417824,0.1101083405,4600388.5,0,"XRD",""
"2022-05-02",0.0288710197,0.0288710197,0.0328848283,0.0220737806,0.0226370701,27856508.19,14008568,"ZBC",""
"2022-05-03",0.261121005,0.261121005,0.264876008033752,0.261058986186981,0.264748007059097,746458,15615850,"ALEPH",""
"2022-05-03",1.05752599239349,1.05752599239349,1.11623501777649,1.05448997020721,1.11303603649139,4528050,17729836,"FIDA",""
"2022-05-03",37.8083457946777,37.8083457946777,39.67650223,37.7870254516602,39.5632972717285,81135956,344106144,"FTT",""
"2022-05-03",6.30543899536133,6.30543899536133,6.51160907745361,6.29040479660034,6.50394105911255,7175186,353777664,"GT",""
"2022-05-03",0.570563018,0.570563018,0.623127996921539,0.565033972263336,0.622358977794647,928295,1406062,"MAPS",""
"2022-05-03",90.2213821411133,90.2213821411133,95.6379699707031,89.6698532104492,95.6187057495117,3936257,16570420,"MSOL",""
"2022-05-03",0.184046000242233,0.184046000242233,0.194445997476578,0.182031005620956,0.193895995616913,424976,528981,"OXY",""
"2022-05-03",1.81882297992706,1.81882297992706,2.02387404441833,1.8179759979248,2.02257299423218,93784362,8602705,"SRM",""
"2022-05-04",0.26478299498558,0.26478299498558,0.26478299498558,0.259258985519409,0.260432988405228,513855,15615850,"ALEPH",""
"2022-05-04",1.11304795742035,1.11304795742035,1.13321101665497,1.00740098953247,1.02217996120453,4067300,17729836,"FIDA",""
"2022-05-04",39.5592575073242,39.5592575073242,39.7693557739258,35.9543724060059,36.2353935241699,106549306,344106144,"FTT",""
"2022-05-04",6.503149986,6.503149986,6.55002784729004,6.27565097808838,6.31675720214844,8364296,353777664,"GT",""
"2022-05-04",0.622312009334564,0.622312009334564,0.660112977027893,0.527213991,0.548053026199341,1154085,1406062,"MAPS",""
"2022-05-04",95.6150817871094,95.6150817871094,98.5937347412109,86.5013580322266,88.8684234619141,4658810,16570420,"MSOL",""
"2022-05-04",0.193932995200157,0.193932995200157,0.196596994996071,0.181648999452591,0.183551996946335,460724,528981,"OXY",""
"2022-05-04",2.02228593826294,2.02228593826294,2.04511499404907,1.77713704109192,1.81043994426727,95851333,8602705,"SRM",""
"2022-05-05",0.260553002357483,0.260553002357483,0.262391000986099,0.259609013795853,0.261703997850418,274405,15615850,"ALEPH",""
"2022-05-05",1.02221298217773,1.02221298217773,1.02221298217773,0.957242012023926,0.97765702009201,3555119,17729836,"FIDA",""
"2022-05-05",36.2309150695801,36.2309150695801,36.2806549072266,35.1109161376953,35.9077987670898,86427078,344106144,"FTT",""
"2022-05-05",6.31607007980347,6.31607007980347,6.33888483047485,6.21986293792725,6.32489109039307,7500681,353777664,"GT",""
"2022-05-05",0.548967003822327,0.548967003822327,0.548967003822327,0.477131992578506,0.492201000452042,975178,1406062,"MAPS",""
"2022-05-05",88.869010925293,88.869010925293,88.8761596679688,84.2867050170898,85.5294723510742,4056987,16570420,"MSOL",""
"2022-05-05",0.183534994721413,0.183534994721413,0.18461500108242,0.168469995260239,0.168769001960754,491321,528981,"OXY",""
"2022-05-05",1.81026303768158,1.81026303768158,1.81428802013397,1.71676802635193,1.76517403125763,81620588,8602705,"SRM",""
"2022-05-06",0.261568009853363,0.261568009853363,0.262183010578156,0.259990990161896,0.260764002799988,331284,15615850,"ALEPH",""
"2022-05-06",0.977692008018494,0.977692008018494,1.02940499782562,0.950282990932465,0.959797978401184,3985582,17729836,"FIDA",""
"2022-05-06",35.9095649719238,35.9095649719238,35.9528465270996,34.6562728881836,35.112850189209,47128404,344106144,"FTT",""
"2022-05-06",6.32529401779175,6.32529401779175,6.38871097564697,6.28952598571777,6.30544996261597,7102396,353777664,"GT",""
"2022-05-06",0.492226988077164,0.492226988077164,0.523141980171204,0.470461994409561,0.47834700345993,676607,1406062,"MAPS",""
"2022-05-06",85.5330657958984,85.5330657958984,86.13818359,81.6024627685547,82.3207626342773,2235948,16570420,"MSOL",""
"2022-05-06",0.168794006109238,0.168794006109238,0.16933399438858,0.151622995734215,0.151987001299858,433696,528981,"OXY",""
"2022-05-06",1.76520204544067,1.76520204544067,1.79065704345703,1.69174003601074,1.72157895565033,69825871,8602705,"SRM",""
"2022-05-07",0.260951012372971,0.260951012372971,0.261512011289597,0.257928013801575,0.261070996522903,376293,15615850,"ALEPH",""
"2022-05-07",0.957295000553131,0.957295000553131,0.957343995571136,0.90896201133728,0.915232002735138,2950656,17729836,"FIDA",""
"2022-05-07",35.1151924133301,35.1151924133301,35.1396865844727,33.6389961242676,33.8415336608887,65752745,344106144,"FTT",""
"2022-05-07",6.30556392669678,6.30556392669678,6.31009912490845,6.12719821929932,6.135206223,9270072,353777664,"GT",""
"2022-05-07",0.478684991598129,0.478684991598129,0.478684991598129,0.43428298830986,0.434635013341904,555747,1406062,"MAPS",""
"2022-05-07",82.33229828,82.33229828,82.99755859,77.8706359863281,78.7281723,3743708,16570420,"MSOL",""
"2022-05-07",0.151989996433258,0.151989996433258,0.152080997824669,0.133193999528885,0.133193999528885,479338,528981,"OXY",""
"2022-05-07",1.72145998477936,1.72145998477936,1.72419500350952,1.66999304294586,1.68399798870087,64233646,8602705,"SRM",""
"2022-05-08",0.261166989803314,0.261166989803314,0.26155298948288,0.256015986204147,0.258594006299973,1051535,15615850,"ALEPH",""
"2022-05-08",0.915480971336365,0.915480971336365,0.92919397354126,0.781529009342194,0.781529009342194,3842632,17729836,"FIDA",""
"2022-05-08",33.850170135498,33.850170135498,34.0472755432129,30.4959316253662,30.5366325378418,183946756,344106144,"FTT",""
"2022-05-08",6.1333532333374,6.1333532333374,6.14046096801758,5.61860609054565,5.68701887130737,17424491,353777664,"GT",""
"2022-05-08",0.434742003679276,0.434742003679276,0.448406994342804,0.391685009002686,0.418276011943817,815867,1406062,"MAPS",""
"2022-05-08",78.7669372558594,78.7669372558594,80.6753845214844,66.2909317016602,66.2909317016602,8711679,16570420,"MSOL",""
"2022-05-08",0.133316993713379,0.133316993713379,0.133316993713379,0.108033001422882,0.116189002990723,943310,528981,"OXY",""
"2022-05-08",1.68421602249146,1.68421602249146,1.70933604240417,1.43103396892548,1.43103396892548,84842361,8602705,"SRM",""
"2022-05-09",0.258661985397339,0.258661985397339,0.265293002128601,0.252317011356354,0.262284010648727,774517,15615850,"ALEPH",""
"2022-05-09",0.7259235526,0.7259235526,0.7526228797,0.3573702429,0.4911702812,2899032921.07,3345743175.81,"ALGO",""
"2022-05-09",19.7083414113,19.7083414113,20.408111279,9.9538898129,18.8989083805,681141044.36,631123395,"AR",""
"2022-05-09",0.7497464966,0.7497464966,0.7681114377,0.3002423643,0.5039538298,256697450.41,359511431,"AUDIO",""
"2022-05-09",51.5240428142,51.5240428142,52.9241630767,23.5493905955,36.5423337448,9839161207.48,9833667775.34,"AVAX",""
"2022-05-09",0.9128429851,0.9128429851,0.9306449734,0.3648093899,0.6976733506,228848650.81,91100772,"BICO",""
"2022-05-09",3.7979161829,3.7979161829,3.7979161829,2.208883146,2.878900296,27999544.98,260255066,"BTRST",""
"2022-05-09",0.0284047818,0.0284047818,0.029332391,0.023482003,0.0280680609,9377935.36,0,"CCD",""
"2022-05-09",2.2964020474,2.2964020474,2.3538015011,1.2221416643,1.6017304861,756595892.4,703466726,"CELO",""
"2022-05-09",0.1621895249,0.1621895249,0.1656862194,0.0851068755,0.1252424565,1093539139.18,751502195.69,"CHZ",""
"2022-05-09",97.424204665,97.424204665,99.3370098892,54.2018666492,74.7602622413,711299117.27,531753415,"COMP",""
"2022-05-09",0.2734603185,0.2734603185,0.2770567255,0.1247847508,0.1677513791,237845193.99,18545245,"DODO",""
"2022-05-09",13.2570218228,13.2570218228,13.4649548119,7.3234705769,11.7955722664,11638052584.68,11649063178.34,"DOT",""
"2022-05-09",0.00373409026047,0.00373409026047,0.00411326542432,0.00199693764247,0.0025879282313,4679503.75,16002143,"EDG",""
"2022-05-09",113.0236712913,113.0236712913,119.2258691909,72.4586036293,95.7873995566,958706768.68,2101573574.85,"EGLD",""
"2022-05-09",0.780414998531342,0.780414998531342,0.835044980049133,0.766484975814819,0.785368025,4064563,17729836,"FIDA",""
"2022-05-09",4.2677125675,4.2677125675,4.442648784,2.2907550913,3.0877080781,1341990776.02,3199483110.51,"FLOW",""
"2022-05-09",0.2224480022,0.2224480022,0.2238977117,0.1551933749,0.1824781841,7799989.94,67162594,"FOX",""
"2022-05-09",0.6770486666,0.6770486666,0.6892446166,0.242497363,0.3947217086,4065702366.55,1004569224.47,"FTM",""
"2022-05-09",30.49680519104,30.49680519104,34.745304107666,29.8049945831299,33.1332206726074,208466568,344106144,"FTT",""
"2022-05-09",0.2206188837,0.2206188837,0.2212003479,0.1429559781,0.1518432209,7110282.63,8358289.55,"FUSE",""
"2022-05-09",0.9289911507,0.9289911507,0.9505680875,0.4601898053,0.532881854,19430407.49,22479659,"GF",""
"2022-05-09",0.2993765602,0.2993765602,0.3060233279,0.1190511167,0.1992527027,1453454543.64,1374843648,"GRT",""
"2022-05-09",5.67957401275635,5.67957401275635,5.99438810348511,5.51420497894287,5.81756496429443,15761342,353777664,"GT",""
"2022-05-09",0.1276971285,0.1276971285,0.1318707685,0.0750344132,0.1077814009,953179197.1,2235537880.58,"HBAR",""
"2022-05-09",3.1315667108,3.1315667108,3.3950457218,1.3775646735,3.2983889254,483141039.99,607078875.27,"KDA",""
"2022-05-09",0.3550160985,0.3550160985,0.3576606407,0.1691467987,0.2356877041,16998821.39,174189443,"KEEP",""
"2022-05-09",0.417086005210876,0.417086005210876,0.478830009698868,0.405946999788284,0.429558992385864,1423581,1406062,"MAPS",""
"2022-05-09",1.6438761146,1.6438761146,1.6605008155,0.8221738859,1.1592772365,386961710.31,583403496,"MINA",""
"2022-05-09",66.2523498535156,66.2523498535156,77.2148132324219,63.9727058410645,69.8148803710938,17617927,16570420,"MSOL",""
"2022-05-09",0.116154000163078,0.116154000163078,0.120010003447533,0.107787996530533,0.111180998384953,806421,528981,"OXY",""
"2022-05-09",3.3241854558,3.3241854558,3.3793231378,1.5561387587,2.0047585925,35349819.2,61760689,"RAD",""
"2022-05-09",5.0623835263,5.0623835263,5.2981646057,2.2108626274,3.4551840308,10003675.99,26602153,"RARI",""
"2022-05-09",0.6954985241,0.6954985241,0.6982728326,0.3333910668,0.5192871213,16307167.59,29280738,"RBN",""
"2022-05-09",0.1156068477,0.1156068477,0.115950622,0.0634650405,0.0768907472,18281518.08,213352637,"RLY",""
"2022-05-09",2.2858544803,2.2858544803,2.2880792162,0.9365522042,1.7357338148,16515175.99,12612132,"ROUTE",""
"2022-05-09",0.00790604590045,0.00790604590045,0.00820160411916,0.00334360050609,0.00478456695209,253833659.34,70817088,"RSR",""
"2022-05-09",0.1779302802,0.1779302802,0.2120473509,0.1147174794,0.1357432432,68519479.04,16319379,"RSS3",""
"2022-05-09",0.9969257629,0.9969257629,1.01466214,0.9777746442,1.000872539,1270611.33,28875840,"RSV",""
"2022-05-09",93.5864933987,93.5864933987,94.3394249525,53.7956974396,72.6202521471,723561.38,6617249,"SFI",""
"2022-05-09",75.234455862,75.234455862,76.9830899067,38.0500916745,58.8112590078,22095175488.57,19846538361.82,"SOL",""
"2022-05-09",1.42911303043365,1.42911303043365,1.56653702259064,1.39259898662567,1.45453596115112,122582273,8602705,"SRM",""
"2022-05-09",5.3103032253,5.3103032253,5.3624808379,2.2230288659,3.1287845173,342454315.26,207148672,"UMA",""
"2022-05-09",3.0299856805,3.0299856805,3.2342210576,1.5535646088,1.7267477334,17618361.72,29044087,"VEGA",""
"2022-05-09",6.830833458e-05,6.830833458e-05,6.949112656e-05,2.599767586e-05,4.30936262e-05,213955525.05,821351788.61,"XEC",""
"2022-05-09",0.1101745635,0.1101745635,0.1162632718,0.0733395047,0.0916861158,5765252.28,0,"XRD",""
"2022-05-09",0.0226643748,0.0226643748,0.0229802031,0.0158416572,0.0160614199,25095965.78,9939338,"ZBC",""
"2022-05-10",0.262313008308411,0.262313008308411,0.264057994,0.254882007837296,0.260973989963531,1642531,15615850,"ALEPH",""
"2022-05-10",0.785551011562347,0.785551011562347,0.803830027580261,0.566690027713776,0.579689979553223,4874832,17729836,"FIDA",""
"2022-05-10",33.1255111694336,33.1255111694336,33.54698563,26.9903964996338,29.7145881652832,327328745,344106144,"FTT",""
"2022-05-10",5.8171501159668,5.8171501159668,5.9657769203186,4.79077911376953,4.97312879562378,20912928,353777664,"GT",""
"2022-05-10",0.429542005062103,0.429542005062103,0.456993013620377,0.338030993938446,0.372348010540009,1395562,1406062,"MAPS",""
"2022-05-10",69.8236770629883,69.8236770629883,71.0927352905273,46.25439453,51.7063751220703,26481209,16570420,"MSOL",""
"2022-05-10",0.111185997724533,0.111185997724533,0.115984000265598,0.088579997,0.090825997,837673,528981,"OXY",""
"2022-05-10",1.45408499240875,1.45408499240875,1.47269904613495,1.11451601982117,1.15065097808838,106211543,8602705,"SRM",""
"2022-05-11",0.261025011539459,0.261025011539459,0.26680800318718,0.253307998180389,0.263444006443024,1288496,15615850,"ALEPH",""
"2022-05-11",0.579882979393005,0.579882979393005,0.587863981723785,0.529461979866028,0.537271976470947,3328231,17729836,"FIDA",""
"2022-05-11",29.7185039520264,29.7185039520264,31.1683025360107,26.4638862609863,29.7238521575928,326184899,344106144,"FTT",""
"2022-05-11",4.97258281707764,4.97258281707764,5.47067594528198,4.76021385192871,5.34081411361694,24746727,353777664,"GT",""
"2022-05-11",0.372458010911942,0.372458010911942,0.38510000705719,0.311978995800018,0.345045000314713,592910,1406062,"MAPS",""
"2022-05-11",51.8251495361328,51.8251495361328,55.5269432067871,41.9269828796387,46.6651649475098,19884305,16570420,"MSOL",""
"2022-05-11",0.090884998,0.090884998,0.091949001,0.082911,0.083274998,650661,528981,"OXY",""
"2022-05-11",1.15054798126221,1.15054798126221,1.19385099411011,0.979394972324371,1.03617203235626,75239860,8602705,"SRM",""
"2022-05-12",0.263267010450363,0.263267010450363,0.266873985528946,0.258726000785828,0.258958995342255,763427,15615850,"ALEPH",""
"2022-05-12",0.53718102,0.53718102,0.650417983531952,0.533724009990692,0.609986007213593,3424291,17729836,"FIDA",""
"2022-05-12",29.68579674,29.68579674,32.4813537597656,29.3978366851807,30.8253479003906,159660019,344106144,"FTT",""
"2022-05-12",5.33826589584351,5.33826589584351,5.7446699142456,5.32486009597778,5.54814195632935,13121860,353777664,"GT",""
"2022-05-12",0.345108985900879,0.345108985900879,0.432774990797043,0.340882003307343,0.399226993322372,768266,1406062,"MAPS",""
"2022-05-12",46.6579780578613,46.6579780578613,57.2101402282715,46.1991577148438,51.3078575134277,15867097,16570420,"MSOL",""
"2022-05-12",0.083268002,0.083268002,0.11285600066185,0.082221001,0.104920998215675,898175,528981,"OXY",""
"2022-05-12",1.03531002998352,1.03531002998352,1.21898198127747,1.02655696868896,1.18891394138336,69902112,8602705,"SRM",""
"2022-05-13",0.258895993232727,0.258895993232727,0.264670997858047,0.258419007,0.264387995004654,311562,15615850,"ALEPH",""
"2022-05-13",0.609893977642059,0.609893977642059,0.624521017,0.583944022655487,0.624437987804413,1876788,17729836,"FIDA",""
"2022-05-13",30.8295211791992,30.8295211791992,31.6308822631836,29.9883689880371,31.5964641571045,67219149,344106144,"FTT",""
"2022-05-13",5.54771280288696,5.54771280288696,5.60777521133423,5.29663276672363,5.530376911,12790441,353777664,"GT",""
"2022-05-13",0.399271994829178,0.399271994829178,0.423326998949051,0.379855006933212,0.414775014,420977,1406062,"MAPS",""
"2022-05-13",51.3084526062012,51.3084526062012,54.5542945861816,48.0954933166504,53.5250663757324,20319604,16570420,"MSOL",""
"2022-05-13",0.104929000139236,0.104929000139236,0.107063002884388,0.088494003,0.102017000317574,1394313,528981,"OXY",""
"2022-05-13",1.18899500370026,1.18899500370026,1.31070601940155,1.18735504150391,1.31008696556091,56219449,8602705,"SRM",""
"2022-05-14",0.264373004436493,0.264373004436493,0.26536101102829,0.26164698600769,0.264019012451172,270823,15615850,"ALEPH",""
"2022-05-14",0.624293982982635,0.624293982982635,0.644289016723633,0.61666601896286,0.644289016723633,2081177,17729836,"FIDA",""
"2022-05-14",31.5987529754639,31.5987529754639,32.6608619689941,30.9713878631592,32.6455307006836,52485289,344106144,"FTT",""
"2022-05-14",5.5297360420227,5.5297360420227,5.58591079711914,5.42776489257812,5.56192398071289,12983713,353777664,"GT",""
"2022-05-14",0.414685994,0.414685994,0.487892985343933,0.404137998819351,0.487715005874634,732412,1406062,"MAPS",""
"2022-05-14",53.527156829834,53.527156829834,57.5027885437012,51.5689659118652,57.4866790771484,8256891,16570420,"MSOL",""
"2022-05-14",0.102054998278618,0.102054998278618,0.105036996304989,0.098755002,0.104652002453804,921370,528981,"OXY",""
"2022-05-14",1.31025505065918,1.31025505065918,1.35856401920319,1.26548504829407,1.35856401920319,36801564,8602705,"SRM",""
"2022-05-15",0.264050006866455,0.264050006866455,0.264050006866455,0.258818000555038,0.261952996253967,234611,15615850,"ALEPH",""
"2022-05-15",0.644074023,0.644074023,0.644074023,0.608308970928192,0.608308970928192,2147039,17729836,"FIDA",""
"2022-05-15",32.6625137329102,32.6625137329102,32.6625137329102,30.9236717224121,31.8761596679688,98131746,344106144,"FTT",""
"2022-05-15",5.56176280975342,5.56176280975342,5.56176280975342,5.360023021698,5.440833092,11175430,353777664,"GT",""
"2022-05-15",0.487706005573273,0.487706005573273,0.488590002059937,0.451528012752533,0.477272987365723,1172420,1406062,"MAPS",""
"2022-05-15",57.4873466491699,57.4873466491699,58.3205146789551,55.1381645202637,55.8376960754395,8119856,16570420,"MSOL",""
"2022-05-15",0.104644000530243,0.104644000530243,0.104941003024578,0.099639997,0.100124999880791,644499,528981,"OXY",""
"2022-05-15",1.35852301120758,1.35852301120758,1.35964202880859,1.20349395275116,1.2114360332489,42887621,8602705,"SRM",""
"2022-05-16",0.261725008487701,0.261725008487701,0.264147996902466,0.259979009628296,0.262775003910065,206125,15615850,"ALEPH",""
"2022-05-16",0.4909468288,0.4909468288,0.5062104963,0.4211880914,0.4443049829,1017050524.93,3027164722.28,"ALGO",""
"2022-05-16",18.9023832376,18.9023832376,18.9023832376,13.660270485,15.7792892929,338341050.18,526944648,"AR",""
"2022-05-16",0.5039450786,0.5039450786,0.5052782589,0.3937912215,0.467168313,217673757.36,333269317,"AUDIO",""
"2022-05-16",36.5437394046,36.5437394046,36.5437394046,27.7244311516,31.8073612149,5105196717.48,8566713401.5,"AVAX",""
"2022-05-16",0.6976579242,0.6976579242,0.781761223,0.563298084,0.699852898,137193530.3,91385373,"BICO",""
"2022-05-16",2.8779825735,2.8779825735,2.9108990325,2.4747700014,2.5313540726,18374404.03,228836588,"BTRST",""
"2022-05-16",0.0280707525,0.0280707525,0.028078659,0.0218421376,0.0231448286,9281449.62,0,"CCD",""
"2022-05-16",1.6015194187,1.6015194187,1.6015194187,1.2069284096,1.3664736412,312671418.72,600143873,"CELO",""
"2022-05-16",0.1252501071,0.1252501071,0.1402652054,0.110165613,0.1241058099,858012172.87,744681885.48,"CHZ",""
